category	text																										
Non-anti-LGBT+ content	Apdila entha mudivum edukatheenga neenga oru paiyan apdeenu ungalukku neengale sollikonga oru 2 month continue va atha solli unga mind la fix pannunga sub conscious mind la fix agum apram neenga paiyan apdeenu oru confident varum daily konjam exercise panni bodya fit akunga don't konjam muyarchi pannunga kandippa oru nalla solution kidaikum take care broooooooooo😘😘																										
Non-anti-LGBT+ content	Bro Avakka Ella romba nallavaka bro 🤝																										
Non-anti-LGBT+ content	Super pa antha akka👏👏																										
Non-anti-LGBT+ content	@KEZIAJOY S  appom edhu crct ndu sollunga nanbaa...																										
Non-anti-LGBT+ content	Anna supera panringa																										
Non-anti-LGBT+ content	Super video frank																										
Non-anti-LGBT+ content	enna amma oda pudavaiya yevlo nesikarano ava pudavaiyum avlo nesikuran'' ''oru manithan udalukul nuzhaithaal ozhiya avanai patri purinthukolla mudiyathu'' Arumaiyana Varthaigal Malini..																										
Non-anti-LGBT+ content	Bro part part ah podadheenga bro kadupaagudhu																										
Non-anti-LGBT+ content	Ena panrathu yaro panra thappu than ellorukum asingam ah iruku																										
Non-anti-LGBT+ content	Neenga suya punarchi pannittu mannippu kaetta unga andavar mannichiruvaru.. aanaa oru aan punarchikkaran mannippu kaetta andavar mannikka maatar.. ennaga sir unga sattam. ..																										
Non-anti-LGBT+ content	Hi friend Sister.....																										
Non-anti-LGBT+ content	Kannu kalakiruchi thambi 😭😭😭😭😭																										
Non-anti-LGBT+ content	@pika reviews  hey straight kooodhi aduthavana nondura neethaanda sottasolayaa pogapora .. unakku porakka pora kolandha kandippa gaythaan ezhuthi vachiko.																										
Homophobic	Transgender kita mogatha katti interview yeduthurkar ivarthanda ambala anchor indha mohatha katama interview yedukravangalla potta pasanga anchor velaya kevala paduthra potta naigal																										
Non-anti-LGBT+ content	Ama manigandan unmaitham.evaroda comments thappa peasra unga ellorukum samarpanam																										
Non-anti-LGBT+ content	Romba overa pasuraga																										
Non-anti-LGBT+ content	Super akka 👌🥰🥰🥰🥰🥰🥰																										
Non-anti-LGBT+ content	Antha akka manasa pathi solrathukku varthaiye illa engeyooo poitanga																										
Non-anti-LGBT+ content	Ivunga insta id irukka..yarukkavathu therium ma																										
Homophobic	@vijay visvasi  lol innum nalla kolachikittey iru..un vaaythan naarasama pesuthu athunaala unnapethavathan periya pundaya irrupa.athanala ippadi oru baaram thevayilla poi senthidu.																										
Non-anti-LGBT+ content	Bro avanga super carrecter Anna 😳																										
Homophobic	loh jen# she’s human ohh athu nee solli taan teriyuthu																										
Homophobic	Kadavulin kadaiku migavum alaganathu..... epadinaum valalam nu nenachi athu valkai illa.....pengaluku mattum uriyathu kulanthai petredupathu..... orina  serkaiyal ellame marupadum....																										
Homophobic	Indha mari thevidiyavalam adiche kollanum																										
Non-anti-LGBT+ content	Super akka👍 nengalum nallarukunum....😭																										
Non-anti-LGBT+ content	Azu Awangaloda viruppam.....	 Awangalukku yetha pola awanga walattum.... 	 Azoda innondu 	 Ivaloo kalamaaha chinna kulanthaingala rape abbuse pannittu irunthaanga.	 Izanaala yethachum innum problem warumo payama irukku 	 Inga ponnum ponnum kalyanam pannikkirathu 	 Aanum Aanum kalyanam pannikkirathu azu awangaloda ve irukkattume aza yea ippadii publish panni idea we illathavanukku idea kudukkanum.... 	 Media nallatha mattum share pannunga plz.... nattula ulla oru sila per miruhatha vida koduramaaha nadathukkuranga aza pathiii pesii oru thandanaya kudukkura vali a thedalame punniyam sarii kidaikkum.... 	 Na panna comment thappa irunthaa dhayavu senjii mannichirunga....																		
Non-anti-LGBT+ content	My favorite move																										
Non-anti-LGBT+ content	Sariya sonninga bro.. nammada naddu visiyam eallam avangalukku thane payan peruthu																										
Non-anti-LGBT+ content	Chengalpattu pls sollunga																										
Non-anti-LGBT+ content	Ennada single tea machi maari part 2 part 3 vidringala😂																										
Non-anti-LGBT+ content	Paava kathaigal Thangam padathutu parithavapattu kanner vitten aandavan yen ipdi vachurukannu.. 	 but itha patha erichala varuthu chai..																									
Non-anti-LGBT+ content	Vara leave bro																										
Non-anti-LGBT+ content	Sennila very nice name																										
Non-anti-LGBT+ content	Anna ungluku kadvvul nambikai iruka																										
Non-anti-LGBT+ content	Unmmayave indha vedio pathu Na allundhutta vera leval																										
Non-anti-LGBT+ content	Always unga video Ku am waiting																										
Non-anti-LGBT+ content	Thalaivaaaaaaa back ground music enga pudikarenga. Maas kaatrenga. Sema bro. Love you and love your channel																										
Non-anti-LGBT+ content	Love you all																										
Homophobic	@P. Nagaraj _ 43  naa oru thapaana visayathuku encourage.. Panamaata bro...also very sry for that words.... Simple ahh oru logic kekura bro... Sex aiya namba istathuku virupa patavanga kooda panalanu sola poiyu thaaa chinna kolanthaiya kooda panraanunga😖Ithe nelama thaa future la aana aambalaiko sethu ithu nadako...second oru aambalaiku ethava thaa oru pombala...third intha ulago elaaraiyo emaathi vechiruku																										
Non-anti-LGBT+ content	unga life enjoy																										
Non-anti-LGBT+ content	@pika reviews  yen sir kolaillkireenga ? Badu poodunu..																										
Non-anti-LGBT+ content	Field'ku poradhukku munnadi, neenga modhalla nalla research pannitu ponga.  LGBT na oorina saerkai mattum kidayadhu. Already confused makkala innum kozappadheenga.																										
Non-anti-LGBT+ content	Malini I want to meet u																										
Non-anti-LGBT+ content	Sema sola varathai illa																										
Non-anti-LGBT+ content	It's too bad																										
Non-anti-LGBT+ content	GOWTHAM XTRON ya... just like u..																										
Non-anti-LGBT+ content	Romba kastama eruku bro																										
Non-anti-LGBT+ content	Ongalai saga manitha inmaaga paakkathavargal mananoyaligal																										
Non-anti-LGBT+ content	Bro unga subscriber bro, 🤞																										
Non-anti-LGBT+ content	subkrybe illa subscribe😂																										
Non-anti-LGBT+ content	@perumal d  hi you entha oru																										
Non-anti-LGBT+ content	Iam Waiting 😎																										
Non-anti-LGBT+ content	இயேசுவே உலகின்ஒளி dai ippo ni en puriyadhatha solra, onnu meaning sollu, unake puriyalaya																										
Transphobic	ada che evalukala kummala sernthu serupala adicha than																										
Homophobic	Unna paathale aruverupa iruku, modhalla nee pombalaya iru di, adhudhaan namma TamilNadu ku identity, thooo un attitude pathale vaandhi varudhu, karumam thu																										
Non-anti-LGBT+ content	Good job dears👍💐																										
Non-anti-LGBT+ content	i accept ur points and salute ur community values but ut attitude...																										
Non-anti-LGBT+ content	Yen da ethuku eduththa kum veli naada compare pandringa avangale pannitanga nama yean panna kodathu. ...America enna periya p*****a naada...Evana kettal america laiye pannitanga nu thooo																										
Non-anti-LGBT+ content	Mamull correct ta porathunala kandukollavilai																										
Non-anti-LGBT+ content	Me too i love Latifah																										
Non-anti-LGBT+ content	bad comments kodukura ovvoruthrkullum aairam kuppai irukum.. atha clean pannitu...apram mathavangala pathi pesunga...																										
Non-anti-LGBT+ content	Entha matheri movie la engalukum chance kedikuma sir																										
Non-anti-LGBT+ content	Very  nice 😍👌👌👌																										
Non-anti-LGBT+ content	🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏vere vere nice speech akka UK life vere butteful akka vere vere grate 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌																										
Non-anti-LGBT+ content	Bro unmaiyava therika viturukiga																										
Non-anti-LGBT+ content	Over seen podudhu. Normal a pesadha																										
Transphobic	ith entha transgenders aano																										
Non-anti-LGBT+ content	Vg Vt elorum ipadi illa oru silar mattum romba mosama nadakuranga																										
Non-anti-LGBT+ content	Short film spr																										
Non-anti-LGBT+ content	I am waiting																										
Non-anti-LGBT+ content	sowmiyacivil civilsowmi hiiiiii																										
Homophobic	Intha speech supera,aruvarupa irukuthu																										
Non-anti-LGBT+ content	Loose kooda interveiw panreenga  kuruttu koothikku innoru koothi kekkutha loose																										
Non-anti-LGBT+ content	I love you. Akka😍😍😍																										
Non-anti-LGBT+ content	Broooo first time I seeing your video ......love you brooooooooooooooooooooo																										
Non-anti-LGBT+ content	Part-2 vendam na avanga paavam avangala namba vachi last ah prank nu sonna avanga kastapaduvaanga																										
Non-anti-LGBT+ content	Smart Subash dai mudra maiyuru																										
Non-anti-LGBT+ content	Hands up thirunangai akka																										
Non-anti-LGBT+ content	Kai kal nallathana eruku																										
Non-anti-LGBT+ content	Superb jii semmma acting																										
Non-anti-LGBT+ content	sister mass super 😍😘😘😘😘																										
Non-anti-LGBT+ content	ivanga romba pavam pa.. vela ilama ipdi pandraga...																										
Non-anti-LGBT+ content	Spiderman miles madhiri irukanga																										
Non-anti-LGBT+ content	Avanga number erukka bro. Oru thanks Vayala sollunum bro																										
Homophobic	Neeyum ungothalum pannungadi devudiya																										
Non-anti-LGBT+ content	Podu left right evanuga dha thapa pesi vara pasanga kitalam panam nega nu thiruditu poradhunga mathavangalam joliya pesu dance aditu poiduvanga																										
Non-anti-LGBT+ content	yenga oruthavanga thapu pana atha solitu nengalum thapu pananuma....																										
Non-anti-LGBT+ content	Yarauna theriyadha oruthavangaluku  unnaku ellama na irrukanu sollranga vera level sister ninga   🙏🙏																										
Non-anti-LGBT+ content	Bro fast part 2 podunga																										
Non-anti-LGBT+ content	Enaku pidikatha prank channel ethu thaan																										
Non-anti-LGBT+ content	Rasini Lina na villupuram ma																										
Non-anti-LGBT+ content	Neenga olunga iruntha makkal ungala ethupaanga, video la interview kudukumbothu romba nallavanga maathire pesureenga																										
Non-anti-LGBT+ content	Neega romba Aalaka eruiga.so quite																										
Non-anti-LGBT+ content	Muthulakshmi muthulakshmi Eroad enna ungapppa vanguna ur ah ila ni poitu vanguna ur ennamo kevalama pottuiruka mariyathaiya comments podu ponu pakurn Ilana naridum mind ur words																										
Non-anti-LGBT+ content	population rate ell am thaaru maara poguthu boss..																										
Non-anti-LGBT+ content	@INÂV  👍I called u miss. i didn't call u mistress!!!																										
Non-anti-LGBT+ content	m.v.rajesh kumar Kumar what's against nature?																										
Non-anti-LGBT+ content	Amma unga pasam speech super maa																										
